,fips,y
535,6031,76986.52366262727
536,6013,29392.214599227154
537,6103,94915.40153452686
538,6075,6276.034487934954
539,6039,48890.674374013084
540,6093,89196.22254508162
541,6057,29904.604559927222
542,6099,71079.09546791365
543,6101,62943.7856889156
544,6073,42230.911267206524
545,6037,44754.50767925022
546,6019,71137.87434352707
547,6055,48318.63002616552
548,6109,47507.8003477253
549,6033,12820.475604930756
550,6015,44542.9611266417
551,6051,39561.98100244937
552,6077,55881.622291186904
553,6095,54779.08171017755
554,6059,48437.67087330393
555,6089,91596.82193470183
556,6001,22119.70496874629
557,6081,19485.612124613494
558,6113,57634.374415004226
559,6041,39642.93498412834
560,6005,56162.98735980061
561,6023,34074.02301650206
562,6085,30721.157088965876
563,6067,63258.13525303473
564,6111,52422.54528166595
565,6021,35285.684168566535
566,6047,85515.79223318631
567,6083,44214.14200468216
568,6065,61375.87526352379
569,6029,74195.28417893474
570,6115,61742.71886482061
571,6007,48797.66087057717
572,6061,54148.54297388944
573,6025,56653.33196376989
574,6087,28640.699636506648
575,6069,42455.74996703804
576,6079,45910.60548342798
577,6097,37197.481770498336
578,6071,57338.35486224394
579,6035,100108.05382606949
580,6017,86602.09810603976
581,6053,39023.9981760954
582,6107,63078.92104726085
583,6031,78253.54591644272
584,6013,29502.614263737763
585,6103,96780.84917590224
586,6075,6249.334132343182
587,6039,48641.871443968215
588,6093,90375.1843854886
589,6057,30323.177715866877
590,6099,71085.52595251118
591,6101,64008.23747985028
592,6073,42218.32304461594
593,6037,44906.843137554235
594,6019,71476.98748325864
595,6055,48946.373580821
596,6109,47681.59695740365
597,6033,12890.119586688954
598,6015,44887.447941378035
599,6051,39987.87263277376
600,6077,56302.281881255854
601,6095,55273.79725398004
602,6059,48500.5574480622
603,6089,94978.53631394292
604,6001,22188.69728743738
605,6081,19361.40760338033
606,6113,58136.33319276305
607,6041,39334.57910573454
608,6005,54125.867901014775
609,6023,34231.61766273934
610,6085,30663.54928453993
611,6067,63854.070642864644
612,6111,52800.19914345035
613,6021,35679.935358295865
614,6047,85720.17414148961
615,6083,44144.78402913034
616,6065,61130.55030589509
617,6029,74807.60440014061
618,6115,63153.3934175072
619,6007,51431.89125808645
620,6061,55030.88714108103
621,6025,57242.760921147805
622,6087,28790.875978688804
623,6069,43259.69643785114
